id,owner,created,Utility,nParams,downloads,totalDownloads
migtissera/Tess-3-7B-SFT,migtissera,2024-07-09,0.4259955895706317,7248048128,73,110
microsoft/Phi-3-small-128k-instruct,microsoft,2024-05-07,0.569530458281725,7392272384,13609,60118
yam-peleg/Hebrew-Mistral-7B,yam-peleg,2024-04-26,0.4056297833700869,7503884288,5861,30043
yam-peleg/Hebrew-Mistral-7B-200K,yam-peleg,2024-05-05,0.388377221429498,7503884288,2783,7724
Qwen/Qwen2-7B-Instruct,Qwen,2024-06-04,0.5107532935480239,7615616512,514332,1600224
Qwen/Qwen2-7B,Qwen,2024-06-04,0.5025334984799009,7615616512,113727,377388
Weyaxi/Einstein-v7-Qwen2-7B,Weyaxi,2024-06-24,0.4715267868724867,7615616512,4786,7762
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,MaziyarPanahi,2024-06-27,0.46750551303671034,7615616512,107,166
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,MaziyarPanahi,2024-06-27,0.43209235957971204,7615616512,120,41181
cognitivecomputations/dolphin-2.9.2-qwen2-7b,cognitivecomputations,2024-05-24,0.44921520300946943,7615616512,5165,12449
SeaLLMs/SeaLLMs-v3-7B-Chat,SeaLLMs,2024-07-03,0.4782721494357245,7615616512,6553,8555
arcee-ai/Arcee-Spark,arcee-ai,2024-06-22,0.49422752626799843,7615616512,4412,7815
pankajmathur/orca_mini_v7_7b,pankajmathur,2024-06-21,0.47982877156570247,7615616512,33,346
natong19/Qwen2-7B-Instruct-abliterated,natong19,2024-06-14,0.4981190815929434,7615616512,6972,9945
Qwen/Qwen1.5-7B,Qwen,2024-01-22,0.4419547348271591,7721324544,553359,906121
Qwen/Qwen1.5-7B-Chat,Qwen,2024-01-30,0.4292309424614345,7721324544,40776,361031
internlm/internlm2_5-7b-chat,internlm,2024-06-27,0.6264106888052925,7737708544,37281,131256
CohereForAI/aya-23-8B,CohereForAI,2024-05-19,0.41650715009570993,8028033024,169667,232316
AI-Sweden-Models/Llama-3-8B-instruct,AI-Sweden-Models,2024-06-01,0.3977169542093657,8030261248,419,5490
maldv/badger-writer-llama-3-8b,maldv,2024-06-17,0.44246984044623167,8030261248,52,236
maldv/badger-mu-llama-3-8b,maldv,2024-06-27,0.45868465430016864,8030261248,23,123
maldv/badger-lambda-llama-3-8b,maldv,2024-06-10,0.4499935140744584,8030261248,48,204
maldv/badger-kappa-llama-3-8b,maldv,2024-06-02,0.4628356466467765,8030261248,40,624
Replete-AI/Replete-Coder-Llama3-8B,Replete-AI,2024-06-24,0.32338824750291867,8030261248,474,1145
grimjim/llama-3-Nephilim-v1-8B,grimjim,2024-06-21,0.47009988325334023,8030261248,12,223
ValiantLabs/Llama3.1-8B-Fireplace2,ValiantLabs,2024-07-23,0.4206771306265404,8030261248,179,251
refuelai/Llama-3-Refueled,refuelai,2024-05-03,0.5340614795631122,8030261248,906,8998
Nitral-AI/Hathor_Stable-v0.2-L3-8B,Nitral-AI,2024-06-09,0.47476974964327406,8030261248,1965,12235
BAAI/Infinity-Instruct-3M-0625-Llama3-8B,BAAI,2024-07-09,0.44662083279283954,8030261248,4735,6855
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,MaziyarPanahi,2024-06-04,0.45518225450771826,8030261248,3582,3994
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,MaziyarPanahi,2024-05-01,0.45790634323517965,8030261248,5323,15880
mlabonne/NeuralDaredevil-8B-abliterated,mlabonne,2024-05-27,0.49757910145253914,8030261248,14207,41998
mlabonne/Daredevil-8B-abliterated,mlabonne,2024-05-26,0.3992735763393436,8030261248,8015,21553
mlabonne/Daredevil-8B,mlabonne,2024-05-25,0.47334284602412763,8030261248,628,3620
Danielbrdz/Barcenas-Llama3-8b-ORPO,Danielbrdz,2024-04-29,0.45933324685432614,8030261248,11675,36983
iRyanBell/ARC1,iRyanBell,2024-05-30,0.44986379556362693,8030261248,61,1201
iRyanBell/ARC1-II,iRyanBell,2024-06-12,0.3416785575301596,8030261248,62,117
gradientai/Llama-3-8B-Instruct-Gradient-1048k,gradientai,2024-04-29,0.42855534286679425,8030261248,21479,137557
NousResearch/Hermes-2-Theta-Llama-3-8B,NousResearch,2024-05-05,0.49037270577637654,8030261248,15047,69043
DreadPoor/ONeil-model_stock-8B,DreadPoor,2024-07-06,0.5018809184070567,8030261248,37,68
chargoddard/prometheus-2-llama-3-8b,chargoddard,2024-05-26,0.4419509664029057,8030261248,281,751
VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,VAGOsolutions,2024-04-20,0.4573874691918537,8030261248,18685,80384
VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,VAGOsolutions,2024-07-25,0.4651705798417434,8030261248,6171,6371
Enno-Ai/EnnoAi-Pro-Llama-3-8B-v0.3,Enno-Ai,2024-06-26,0.3866908807886886,8030261248,18,35
nbeerbower/llama-3-gutenberg-8B,nbeerbower,2024-05-05,0.45829549876767417,8030261248,20,3865
openchat/openchat-3.6-8b-20240522,openchat,2024-05-07,0.4860552600856142,8030261248,13753,213796
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.9,johnsutor,2024-06-07,0.44571280321701906,8030261248,23,46
johnsutor/Llama-3-8B-Instruct_dare_ties-density-0.7,johnsutor,2024-06-07,0.44817745492281746,8030261248,16,28
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.1-gamma-0.01,johnsutor,2024-06-08,0.4698404462316773,8030261248,26,43
johnsutor/Llama-3-8B-Instruct_ties-density-0.3,johnsutor,2024-06-07,0.44947464003113247,8030261248,28,36
johnsutor/Llama-3-8B-Instruct_breadcrumbs-density-0.5-gamma-0.01,johnsutor,2024-06-08,0.4597224023868206,8030261248,12,31
johnsutor/Llama-3-8B-Instruct_ties-density-0.1,johnsutor,2024-06-07,0.4590738098326631,8030261248,16,26
